original_id,link_url,user_nickname,original_message_id,subject,message_time,category,domain,status,location,target_object,content,reply_id,reply_nickname,reply_organization,reply_time,reply_content,satisfaction,solution_score,attitude_score,speed_score,wuhan_gid,district_name
2101,http://liuyan.people.com.cn/threads/content?tid=18597209,18********7,18597209,欺诈消费者,2023/8/7 10:57,投诉/求助,企业,已办理,湖北省,湖北省硚口区委书记,我要投诉武汉志*邦科技有限公司。2023年4月24日，我在该公司的小程序“i*优”为购买九价HPV疫苗，花费3975元。我陆续通过微信客户“i*优健康客服”预约5月13日、5月20日注射疫苗，该公司客服均以没有苗进行推脱，遂于6月5日提出退款申请，客服表示没打是可以全额退的，3~5个工作日退款，但直至现在仍未退款成功。中途因该公司迟迟不退款，于6月19日与该公司协商换人打，但也是同样的套路迟迟未安排注射，7月28日，与客服就退款再次达成一致，客服说3~5个工作日退款，但至今仍未退款。现对该公司欺诈消费者行为进行投诉，希望有关部门能够依法进行处置。,6422615,18********0,硚口区,2023/8/15 8:58,网友您好！您反映的问题回复如下：您反映的在武汉***科技有限公司的“i**优”小程序上购买了九价HPV疫苗，花费3975元，后续因疫苗数量不足您并未接种，要求退款的问题。区市场监督管理局已收悉。经该局工作人员与您电话联系了解，并通过调查核实，您反映的问题属实。经协商，商家已全额退款给您，问题已解决。该局工作人员于2023年8月10日11时02分与您联系，已告知您处理结果，您表示知晓。感谢您对我们工作的监督、支持和理解。,,,,,10,硚口区
2102,http://liuyan.people.com.cn/threads/content?tid=18960611,13********1,18960611,拖欠八月工资,2023/9/26 13:24,投诉/求助,就业,已办理,湖北省,湖北省江汉区委书记,我记得八月干了一家宠物店，然后干了八天合伙人就把我辞退了，然后说好20号发工资，结果拖到现在一直没有发，请领导协助解决此问题。,6567249,18*********,江汉区人力资源局,2023/10/17 9:53,"网民朋友：您好，您反映的问题，经江汉区人力资源局工作人员调查了解，现回复如下：
         鉴于您前期已前往我局劳动人事争议仲裁委员会办理仲裁申领手续，但由于证据不全，我局劳动仲裁未受理。请您按我局劳动仲裁指引准备相应证据后，再前往我局劳动仲裁案件受理窗口办理仲裁申请手续。感谢您的信任与支持，我们将继续履行职责，做好劳动保障监察工作。",,,,,8,江汉区
2103,http://liuyan.people.com.cn/threads/content?tid=18424921,13********8,18424921,融创御央首府住宅不符合交付需整改无人负责,2023/7/13 16:52,投诉/求助,城建,已办理,宁夏回族自治区 银川市,湖北省江岸区委书记,我购买的了武地融创御央首府南区，5月29日通知收房。收房当天实地查看后发现存在很多问题需要维修整改而未收房。验房报告提交后维修整改一直不能到位，导致我不能收房。现在物业、开发商和维修方相互推皮球，我都不知道找谁才能解决问题。我现在是租房住，急需早日收房入住，请领导能在百忙之中过问一下，解决我的实际问题。,6375644,15********2,武汉江岸区,2023/7/24 9:19,网友，您好！您反映融创御央首府精装修质量的问题，有关工作人员向您电话反馈了办理情况。,,,,,7,江岸区
2104,http://liuyan.people.com.cn/threads/content?tid=17128335,13********2,17128335,该单位离职后拒发工资,2023/1/10 23:19,投诉/求助,就业,已办理,湖北省 武汉市,湖北省江汉区委书记,我需要璇**宫酒店管理有限公司发放我从2022年12月1号至2023年1月8号的工资。试用期内离职的在11月18号已经书面通知过。之前是不让走现在是该公司以未按该公司的离职流程签离职申请表卡扣工资,6036856,18*********,江汉区人力资源局,2023/1/18 15:24,"网民朋友，您好，您反映的问题，经江汉区人力资源局调查了解，现回复如下：
       您好！您所反映的问题，江汉区人力资源局工作人员于2023年1月18日10时25分与您取得联系，您称所诉事项已经得到解决，要求撤销投诉。感谢您的信任与支持，我们将继续履行职责，做好劳动保障监察工作。",,,,,8,江汉区
2105,http://liuyan.people.com.cn/threads/content?tid=18742953,18********3,18742953,咨询小孩入学问题,2023/8/24 11:15,咨询,政务,已办理,湖北省 武汉市,湖北省江岸区委书记,户口在武汉市远城区，夫妻双方都是江岸区职工，江岸区无房，小孩可以在江岸区上学吗？,6464690,15********2,武汉江岸区,2023/9/1 9:01,网友，您好！您反映小学入学的问题，有关工作人员向您电话反馈了办理情况。,满意,5,5,5,7,江岸区
2106,http://liuyan.people.com.cn/threads/content?tid=18346086,16********1,18346086,兼职老板突然离世，其家人接管工作不发工资,2023/7/2 15:52,投诉/求助,就业,已办理,湖北省 十堰市,湖北省汉阳区委书记,找了个视频剪辑兼职，按条算工资，没签劳动合同，偶尔去公司坐班，项目已经完成，老板也说了下个星期发工资，还没到下个星期，老板离世，其家人接管他后续工作，一直和我说清算清楚结算，但是一直拖着，一个多月了还是没有发工资，消息也不会。,6352279,18********1,武汉市汉阳区委书记,2023/7/11 15:04,汉阳区人力资源局前期已就相关情况与您沟通反馈。感谢您的理解和信任，希望您一如既往支持和监督我们的工作！,,,,,4,汉阳区
2107,http://liuyan.people.com.cn/threads/content?tid=18880248,15********8,18880248,服务质量和售后差，消费者维权,2023/9/13 21:30,投诉/求助,企业,已办理,湖北省 武汉市,湖北省江汉区委书记,"投诉主体：武汉羽*文化传播有限公司（格**尔一站式婚礼中心）_x000D_
我们于2022年2月在格**尔婚礼中心签订了格**尔婚礼中心签订了宴会服务合同，购买了该一站式婚礼中心22年10月的多项婚宴服务。婚礼销售时和策划期间多次表明场地色调需求（小清新户外，带一点黄色点缀，不要柠檬黄）。婚礼前一天下午去看场地布置，与之前承诺的效果差距很大，当即表明需要减少现场多种之前压根没有提到的花色（均为假花）。策划表示花不够了所以很多其他颜色，后续会撤掉以及柠檬黄的。第二天婚礼当天，场地仍然很多花色杂揉且含柠檬黄的，现场和照片中效果均非常不佳。更严重的是，婚礼当天，由于婚宴中心这边的化妆师问题，导致从化妆起到婚宴离场，一只眼一直处于无法正常睁闭眼的状态，现场效果和后续摄影摄像产品都收到非常严重的影响。后续和婚宴公司反馈售后，她们来沟通过但很久未提出合理解决方案，我们已催促但没有后续反馈。婚礼庆典对一对新人而言具有深刻的纪念意义，婚庆公司服务质量和售后不达标，希望能维护权益。",6532754,18*********,江汉区市场监督管理局,2023/9/28 16:09,"网民朋友：您好，您反映的问题，经区市场监督管理局工作人员调查了解，现回复如下：
         经调查，由于双方就精神损失费赔偿金额无法达成一致，未能调解成功，当事双方均表示要求终止调解，走司法诉讼程序。区市场局工作人员在双方坚持要求终止调解走司法程序后，现场签订投诉终止调解决定书（市场监管[2023]第9025号），双方终止调解。
         上述回复意见，区市场监督管理局工作人员与您进行沟通。感谢您的留言!",,,,,8,江汉区
2108,http://liuyan.people.com.cn/threads/content?tid=18201961,15********8,18201961,武昌融创望江府房子不能办理初始房产登记证,2023/6/11 17:42,投诉/求助,城建,已办理,湖北省 武汉市,湖北省武昌区委书记,投诉内容-不动产首次登记标题：融创望江府到现在不能办理不动产首次登记，恳请政府督促办理内容二：融创望江府开发商房子抵押已于2022年9月25日到期，理应及时解押给购房者及时办理不动产首次登记，经查，开发商到今没有办理不动产首次登记，导致我们购房者不能办理房产证、不能落户、不能转货，学生不能入学，背负沉重经济负担和精神压力，希望武汉市武昌区领导确权督促望江府开发商尽早办理谢谢！,6322217,13********7,武汉武昌区,2023/6/28 9:10,"网民朋友，您好，您反映的办理房产证问题，经过武昌区工作人员调查了解，现回复如下：

经了解，融创望江府项目用地包含A、B、C三个地块，C地块因历史遗留问题导致开发商暂时无法办理首登，影响到业主的办证进展。为尽快解决业主办证问题，目前暂时将项目用地权属面积登记为AB地块用地面积，待C地块用地手续完善后再及时变更。开发商正在有序推进融创望江府项目首登工作，待首登完毕后将尽快推进业主办理房产证工作。

6月19日，武昌区工作人员与您电话联系，向您沟通解释了相关情况。感谢您的理解和支持。",,,,,11,武昌区
2109,http://liuyan.people.com.cn/threads/content?tid=18968913,15********5,18968913,武汉融创望江府小区收取维修基金不上交房管局,2023/9/27 17:30,投诉/求助,城建,已办理,湖北省,湖北省武昌区委书记,投诉内容：武昌区融创望江府小区【开发商—武汉城地宏*置业有限公司】，收取业主维修基金2年不上交房管局，请求相关部门对其收费账户进行监管，还业主房屋维修基金款项，转款专用。收费户名：武汉城地宏*置业有限公司收费账号：127*******10104收费开户行：**银行股份有限公司武汉三阳路支行,6585875,13********7,武汉武昌区,2023/10/25 9:29,"网民朋友，您好！您反映的融创望江府维修资金未转入维修资金帐户的问题，经过武昌区工作人员调查了解，现回复如下：

目前融创望江府已在武汉市房管局物业处完成开户建盘工作。武昌区房管局已约谈开发单位负责人，督促其尽快缴纳维修资金。区房管局下一步将持续跟进落实情况。

10 月9日，武昌区工作人员与您电话联系，告知相关情况，感谢您的理解和支持，祝您生活愉快！",,,,,11,武昌区
2110,http://liuyan.people.com.cn/threads/content?tid=17852046,13********1,17852046,社区违规成立业委会,2023/4/24 19:30,投诉/求助,政务,已办理,天津市,湖北省武昌区委书记,投诉武汉万达御湖世家小区违规成立筹委会，业委会，整个成立过程没有宣传，没有投票，直接公示了，整个过程违规，要求重新按照正常程序选举业委会,6601912,13********7,武汉武昌区,2023/10/31 15:43,"网友，您好！

收到您的留言后，区相关部门和街道积极协调指导推进业委会筹备工作，目前社区重新发布了相关成立筹备组的通知，并正推进相关工作，期间街道和社区将认真倾听各方意见，积极吸纳可行建议，依法依规推进业委会选举工作，感谢您对我区工作的理解和支持，祝您生活愉快！",,,,,11,武昌区
2111,http://liuyan.people.com.cn/threads/content?tid=19475188,18********9,19475188,举报恶意别车，危险驾驶,2023/12/15 23:00,投诉/求助,交通,已办理,湖北省,湖北省江汉区委书记,投诉车牌为鄂AD29***白色汽车，于12月15日21点57分左右，在江汉区唐家墩路万达广场附近雪天路滑的情况下多次连续刹车，差点造成追尾交通事故，请求相关交通执法人员尽快处理并给予回复，谢谢。,6727586,18*********,武汉市公安局江汉区交通大队,2023/12/19 10:12,"网民朋友：您好，您反映的问题，经调查了解，现回复如下：
         经查，2023年12月15日24点57分左右，投诉人驾驶小型汽车经过新华路万达广场附近时，在过人行横道时遇行人通行，投诉人停车让行，后方小型汽车鄂AD29***驾驶员不知情况，认为前方车辆故意停车，随后强行超车至其前方，导致投诉人驾车差点与前车发生碰撞。我队于12月18日电话联系小型汽车鄂AD29***驾驶员要求其到我队接受处理。当日下午驾驶员到我队，经信访民警向其讲解相关法律法规，驾驶员许**认识到自己不文明的驾驶行为可能会导致的危害，对自己不文明驾驶行为表示歉意，并表示在以后的驾驶中一定会严格遵守交通规则，提高交通安全意识，文明驾驶。
         2023年12月18日14时59分，我队警官电话（85394275）联系投诉人，告知办理情况，对方驾驶员也诚恳向其道歉，取得投诉人的谅解。感谢你的留言！",,,,,8,江汉区
2112,http://liuyan.people.com.cn/threads/content?tid=18834657,13********1,18834657,投诉,2023/9/7 0:01,投诉/求助,企业,已办理,湖北省 武汉市,湖北省江岸区委书记,"投诉：1.小阿福在没有征求宝爸宝妈的同意下，私自给宝宝加了一套造型，宝妈在化妆没有追问，拍了很多，时间过长导致宝宝哭闹。2.选片时故意虚报视屏价值1288元一段，引导消费更高价格套餐。3,由于套餐内容一直谈不好，宝妈因为未休息好身体不适还有宝宝哭闹，要求过后再定，销售不让走，当场要求付钱，店家有监控可以查当时情况。4.付钱后发送视屏和追加的照片，宝妈回到家被朋友告知被骗后，立马联系销售要求退款，销售未回话也不接电话，后通过网络联系到店家，店长回话答应可以退，说后面再邀约时间选片退回原有套餐，到店后却要求400元一张购买之前所发的四张没有征求同意拍的照片，还有视屏888元，底片拍了200多张，要求80元一张购买。（底片是回家以后销售发的百度网盘，因为要退款所以没有管）宝妈觉得收费不合理，店大欺客，维护自身合法权益，要求未消费套餐全部退款，店家拒绝，非要升级或者以以上不合理价格收费。5.小阿福付款没有提供正式合同，只让拍一个手写收款合同照片，毫不正规，也没有收费明细条款，所以乱收费，她们说多少钱就多少钱，（例如选片时说视屏1288一段引导升级套餐，后退款时又说888）要求开发票也开的不是小阿福的还开的电子发票。怀疑偷税漏税，望严查。",6505879,15********2,武汉江岸区,2023/9/19 9:35,网友，您好！您反映***收费不合理的问题，核实被诉方是地址在江汉区的香港路中华城里面的武汉**图文设计有限公司，建议您咨询江汉区市场监督管理局，相关情况，有关工作人员向您电话反馈了办理情况。,,,,,7,江岸区
2113,http://liuyan.people.com.cn/threads/content?tid=18264748,13********1,18264748,丹水池拆迁迟迟不放款,2023/6/20 15:50,投诉/求助,城建,已办理,湖北省 武汉市,湖北省江岸区委书记,拆了一两年了，字也签了，去年说八月就能放款，后来又说过完年后，再后来说等西马路的地拍卖了可能有钱，看到网上公告江岸去6.30日有地要拍卖，于是打电话拆迁办询问，现却说没有时间不知道几时有钱，以没钱为理由遥遥无期的让人等，到底什么时候能放款，希望有个确切的时间,6338723,15********2,武汉江岸区,2023/7/4 9:20,网友，您好！您反映拆迁款发放的问题，有关工作人员向您电话反馈了办理情况。,不满意,1,3,1,7,江岸区
2114,http://liuyan.people.com.cn/threads/content?tid=18906930,18********3,18906930,江岸区华润万象城幸福里对口学区不兑现,2023/9/18 9:33,投诉/求助,教育,已办理,湖北省 武汉市,湖北省江岸区委书记,按原来区教育局领导、开发商等共同揭牌的华润万象城对口的小学是育才二小立德校区，并承诺给我们孩子上课的是育才二小的教师团队，结果交房后更名为育才二小立德分校，并且分校存在两个教育班子，分别管理，一部分是育二的老师带的育二的孩子们，一部分是万象城幸福里和周边对口房子的孩子们（原来的台北路小学的老师带班授课），与之前承诺和公布的学校对口完全不用！要求教育局解决按揭牌公示的学校兑现华润万象城幸福里对口学校（育二分校），由育二直接管理，兑现育二师资！,6519574,15********2,武汉江岸区,2023/9/25 11:16,网友，您好！您反映华润万象城对口入学的问题，有关工作人员向您电话反馈了办理情况。,,,,,7,江岸区
2115,http://liuyan.people.com.cn/threads/content?tid=17981119,15********2,17981119,振兴路商户违规占道经营扰民,2023/5/11 11:41,投诉/求助,环保,已办理,湖北省,湖北省江汉区委书记,振兴路双**大虾常年违规占道经营至凌晨，严重噪音扰民，反映多年收效甚微，导致违规占道摊贩越来越多,6272176,18*********,常青街道办事处,2023/6/1 15:50,"网民朋友，您好，您反映的振兴路**大虾常年违规占道经营至凌晨，严重噪音扰民问题，经过常青街道调查了解，现回复如下;_x000D_
        投诉人反映的问题属实，常青街道已上门沟通协调并整改，一是对该商户下达责改通知书，告知商户经营秩序和管理相关要求，要求商户在经营时及时让出人行通道，经营结束后及时清理现场垃圾，保证路面清洁；二是综合执法中心会同市场监管部门对商户日常文明经营、降低经营噪音等经营活动进行宣讲，并签订“承诺书”；三是在该道路派专人对夜间营业进行长效管理，定时段巡查，及时发现问题及时整改，对违反管理要求行为及时做好取证。_x000D_
        上述回复意见，常青街道工作人员与您进行电话沟通，您表示满意。感谢您的留言!",不满意,2,2,2,8,江汉区
2116,http://liuyan.people.com.cn/threads/content?tid=17847773,15********1,17847773,投诉武汉城建集团“幸福时代大家”楼盘,2023/4/24 9:15,投诉/求助,城建,已办理,湖北省,湖北省江岸区委书记,推进K2教育用地（地块编号U13）建设及交付，以及腰线层购买未告知，无法兑现对业主的宣传就请开发商退房！,6222737,15********2,武汉江岸区,2023/5/6 17:47,网友，您好！您反映幸福时代大家规划学校建设进度的问题，有关工作人员向您电话反馈了办理情况。,不满意,2,2,2,7,江岸区
2117,http://liuyan.people.com.cn/threads/content?tid=18407229,19********6,18407229,酒店负责人克扣工资拒绝支付,2023/7/11 12:30,投诉/求助,就业,已办理,湖北省 武汉市,湖北省江岸区委书记,支付2023年七月一号至2023年七月十号相应工资1040元。,6366424,15********2,武汉江岸区,2023/7/18 17:18,网友，您好！您反映单位拖欠工资的问题，有关工作人员向您电话反馈了办理情况。,,,,,7,江岸区
2118,http://liuyan.people.com.cn/threads/content?tid=18433451,13********7,18433451,拒绝去私立学校借读,2023/7/14 20:45,投诉/求助,教育,已办理,湖北省 武汉市,湖北省武昌区委书记,教育局各位领导，我是武昌区未来实验小学南湖校区的一名学生家长，我校一年级将接收南湖一小学生借读，而且学校教材、师资队伍也会因此有一些变化。对此，我们作为学生家长与校方交涉。经过交涉得知，此决策是武昌区教育局做出的。教育权是每个公民的基本权利，我也尊重来借读的这批孩子的教育权。但是，不能以损害南湖实验其他在读孩子的教育权为代价。当初我也可以让孩子上南湖二小，但是，因为感受到二小学位压力大，本着帮政府减轻压力的想法，自己选择了出钱读私立。但是，武昌区教育局的这种做法，对于和我同样想法的南湖实验家长的权利的一种侵害。我们要求市教育局责令武昌区教育局对此事进行澄清解释，向南湖实验所有在校生家长公开公示以及如何保护在校生的教育权益不受侵害?,6401532,13********7,武汉武昌区,2023/8/4 9:18,"网民朋友，您好，您反映的学生入学以及入学通知书发放相关问题，经过武昌区工作人员调查了解，现回复如下：

经查，武昌区南国SOHO、南国城市广场为办公性质，不属于住宅性质。根据中小学校规划编制标准，人口基数是以住宅人口为核算底数，办公楼不在该核算范围内，因此，不纳入学校对口划片范围。由于南湖片区在发展初期，实际居住人口较少，武昌区将两楼盘双证齐全的业主子女统筹安排到当时略有空余学位的南湖一小（北校区）就读。随着南湖片区适龄入学人口数量逐年上升，2023年接收住宅小区适龄人口规模远超学校额定办学规模，现已无法满足非住宅性质楼盘适龄儿童入学需求。为保障非住宅性质楼盘适龄子女顺利入学，武昌区拟将持办公性质房产家庭的适龄子女统一协调至相邻的未来实验小学南湖校区就读，保持南湖一小学籍不变，保持南湖一小课程不变，保持未来依双证对口南湖中学方式不变。

目前武昌区已成立工作专班做好学生调整入学、政策答疑解释等相关工作，争取家长理解支持。

上述回复意见，武昌区工作人员与您电话联系，进行沟通解释。感谢您的理解与支持。",,,,,11,武昌区
2119,http://liuyan.people.com.cn/threads/content?tid=19358055,13********1,19358055,求助,2023/11/29 14:51,投诉/求助,政务,已办理,湖北省,湖北省武昌区委书记,敬爱的书记，我是武昌区一个个体户，因为经营困难，找地址不容易。就找了个商务秘书地址，在2021年在徐家棚街道拿到了营业执照。在11月8日给徐家棚街道政务中心打电话咨询了变更法人需要提供的材料，在11月9日在徐家棚街道政务服务中心现场提交了变更法人材料（当时明确告知了缺新旧法人的实名认证）。在11月27日新旧法人做了实名认证后，我告知了徐家棚政务中心， 徐家棚政务中心告诉我说在11月29日可以去拿营业执照了。但是在11月28日下午，徐家棚街道政务中心告诉我他们提交我的变更法人流程被武昌行政审批局驳回了，说是个体户不能用商务秘书地址。我给武昌行政审批局热线打电话询问驳回的原因，武昌行政审批局告诉我要街道直接去询问，我不能询问。我问徐家棚街道，他们说与他们无关，是武昌行政审批局驳回的。恳请领导帮忙过问予以处理啊。谢谢您！,6715820,13********7,武汉武昌区,2023/12/14 9:01,"网民朋友，您好，您反映的关于个体营业执照经营者变更的问题，经过武昌区工作人员调查了解 ，现回复如下：
徐家棚便民服务中心经办人员按照流程对您个体营业执照经营者变更业务进行受理。武昌区行政审批局根据武汉市市场监管局关于印发《武汉市市场主体住所（经营场所）登记管理指导意见》的通知第七条，“托管地址不适用个体工商户经营场所登记。”终审驳回。目前，经武昌区行政审批局协调处理后，您的问题已解决。

上述办理情况，武昌区工作人员与您电话联系进行告知，感谢您的理解和支持！",,,,,11,武昌区
2120,http://liuyan.people.com.cn/threads/content?tid=18830560,15********8,18830560,电梯故障，维修艰难，出行苦不堪言，求助,2023/9/6 13:33,投诉/求助,政务,已办理,湖北省 武汉市,湖北省江汉区委书记,新华家园12栋是22层高层居民楼，电梯故障停运行已两个月余，维修工作举步维艰。社区、业委会和小区物业，招标置换电梯，用房租维修基金。评标结果公示出来，楼栋超过2/3的业主亲笔签字不同意评标结果！社区找借口拖延维修置换电梯时间。申请相关部门介入调查！,6551207,18*********,汉兴街道办事处,2023/10/11 10:58,"网民朋友，您好，您反映的“电梯故障，维修艰难，出行苦不堪言”问题，经汉兴街调查了解，现回复如下:
新华家园小区12栋电梯已使用十五年之久，有部分老化现象，出现故障且危及到电梯运行安全，影响到业主的正常生活。新华家园业主委员会和物业公司联合发布电梯维修更换事宜的公告，征求广大业主的意见。表决结果有123户同意更换电梯（131户业主参与表决），已达到《武汉市物业管理条例》的相关表决比例。鉴于此，业主委员会特聘请专业的招标公司通过公开招投标的方式选择合适的电梯供货商。
7月31日业主委员会组织业主代表、物业公司现场见证开标过程，按照磋商文件的规定，最终确定综合评分排名第一的沈阳三洋电梯有限公司（以下简称“三洋公司”）为电梯的供应商，并对评标结果进行了公示，但在公示期间有部分业主提出异议，并联名书面提出拒绝三洋公司作为供货商，要求另一家竞标公司武汉西奥有限公司作为供货商。但是根据评标结果确定为三洋公司，若对评标结果不认可，则需要与三洋公司协商解除合同，可能会承担相应的违约责任。
8月30日新华家园社区组织召开12栋电梯更换维修协调会，会上区房管理局物业科建议核实业主联名签字情况，了解业主真实意愿。社区依照区房管理局物业科建议于9月1日召开12栋业主见面会，对业主联名进行现场核实，现场部分业主再次签字确认要求武汉西奥有限公司作为供货商。9月6日召开12栋电梯更换维修协调会，要求物业加强12栋运行电梯维保工作，每日进行检修。应急处理预案可征求业主意见先对其中一部电梯进行维修，减少单梯运行压力。会上区房管理局律师建议：1.按照中标结果由中标单位三洋电梯有限公司作为供货商开展后续工作；2.如拒绝中标单位作为供货商，业主需要承担相应违约责任，再由业主委员会重新组织相关流程选择供货商；3.业主委员会以告知书的形式将区房管理局律师建议告知12栋业主。
9月8日区房管理局再次给予建议：依照小区12栋业主意愿推进电梯更换维修工作。社区督促业主委员会积极推进12栋电梯更换维修工作。感谢您的理解和配合。
9月8日我街公共服务办公室通过电话63376685向您反馈办理情况，您表示满意。",,,,,8,江汉区
2121,http://liuyan.people.com.cn/threads/content?tid=17596356,18********0,17596356,新城璟悦城垃圾分类回收装置被停用,2023/3/15 11:34,投诉/求助,环保,已办理,湖北省 武汉市,湖北省汉阳区委书记,新城璟悦城在2月安装了垃圾分类回收装置，深受广大业主欢迎，但设备被投诉停用。广大业主家里的可回收垃圾，只能扔至普通垃圾桶，造成环境污染与资源浪费，希望相关领导以绝大多数老百姓利益为重，深入了解大部分群众要求，慎重考虑，早日重新启用垃圾分类装置。,6145424,18********1,武汉市汉阳区委书记,2023/3/24 10:49,"网友，您好！您的留言已收悉，根据您反映的问题，经汉阳区四新街道办事处调查核实，现回复如下：
据新城璟悦城小区物业反馈，该回收箱为便民有偿回收箱，属于公益环保项目，便于业主将家中部分废弃物得到有偿处理。对回收箱的安置使用，前期，由于部分居民反对安装，故启用延后。现已要求物业在小区进行公示投票（七天）。在此期间，如存有异议的居民，可自行前往物业服务中心进行登记。四新街道将继续关注此事的落实情况。
汉阳区四新街道办事处前期已向您沟通反馈情况。感谢您的理解和信任，希望您一如既往支持和监督我们的工作！",,,,,4,汉阳区
2122,http://liuyan.people.com.cn/threads/content?tid=18956755,18********2,18956755,拖欠工资,2023/9/25 21:42,投诉/求助,城建,已办理,湖北省 武汉市,湖北省汉阳区委书记,新建工业项目（武汉银合温控产业综合体4.0项目)我是钢筋工在黄金口新建工业项目（武汉银合温控产业综合体4.0项目)今年5月份一个多月工资一直到现在还没有结，请领导协助解决此问题。,6571828,18********1,武汉市汉阳区委书记,2023/10/18 15:36,"网友，您好！您的留言已收悉，根据您反映的问题，经汉阳区人力资源局调查核实，现回复如下：
工作人员于2023年10月7日10时35分、15时53分、16时46分多次联系您，均未接听。建议您按照《武汉市劳动障监察机构一次性告知书》内容，携带劳动合同，考勤，工资条等有效证据来汉阳区人力资源局，工作人员将依法依规维护您的合法权益。
汉阳区人力资源局前期已向您沟通反馈情况。感谢您的理解和信任，希望您一如既往支持和监督我们的工作！",不满意,1,1,1,4,汉阳区
2123,http://liuyan.people.com.cn/threads/content?tid=17147833,13********3,17147833,传统街区慢行系统优化策略,2023/1/13 16:38,建言,城建,已办理,湖北省 武汉市,湖北省江岸区委书记,无论是对于拥有着悠久历史的老城区来说，还是对于城市新建片区来说，街巷作为城市生活的载体，反映着居民的生活方式，承载着历史发展的记忆。历经无数的风雨变迁，经过时间洗礼所保留下来的居住建筑及传统街巷，往往以其独特的风貌展现着历史价值，也反映着城市发展的脉络。通过合理引导机动车使用，打造“步行+公交”模式为主的交通方式，增强传统街区慢行系统建设，重塑传统街区交通体系，以优化区域内交通结构，提高慢行者慢行质量。 传统街区作为城市老旧地区，是城市建设与更新的重点。在传统街区改造过程中，相关部门需要保护传统街区独特的文化价值。对传统文化的保护日益被重视，承载着城市历史记忆的传统街区重塑和历史遗址保护成为城市更新发展的核心。传统街区作为人们生活的基本载体，承载了历史文化信息、记录了居民生活特征、反映了地域文化特色，是一个城市中不可或缺的组成部分。传统街区是人们聚会交谈的场所，是地域人文的象征，它承载着一个城市的历史记忆。,6048610,15********2,武汉江岸区,2023/1/30 9:26,网友，您好！您反映江岸区历史风貌街区改造的问题，有关工作人员向您电话反馈了办理情况。,,,,,7,江岸区
2124,http://liuyan.people.com.cn/threads/content?tid=19264832,15********5,19264832,没逗没聊的狗见人就乱叫扰民,2023/11/15 10:21,投诉/求助,城建,已办理,湖北省,湖北省汉阳区委书记,无证养狗、犬乱叫的问题，这里大多数都是60多岁的生病的老人还住在这里，昨天我爸开完药上楼，那只所谓的小型犬冲到我爸面前乱叫，我爸出于自卫打它，它跑回它主人家，我爸没站稳滑倒了，希望得到合理的处理,6709542,18********1,武汉市汉阳区委书记,2023/12/12 10:50,"网友，您好！您的留言已收悉，根据您反映的问题，经汉阳区翠微派出所调查核实，现回复如下：
接到您反映的问题后，我区公安分局翠微派出所车站社区警务室立即于2023年10月30日、11月15日上午上门了解情况，发现汉阳大道252号二楼住户养有一只小型犬（重4kg，非禁养犬），社区民警已提醒养狗人武女士遵守文明养犬规范，并按照要求办理养犬证，养狗人表示要严格遵守文明养犬规范，牵绳遛狗。11月20日，社区民警针对您所述内容再次上门沟通，养狗人武女士已将狗送走。
汉阳区翠微派出所前期已向您沟通反馈情况。感谢您的理解和信任，希望您一如既往支持和监督我们的工作！",,,,,4,汉阳区
2125,http://liuyan.people.com.cn/threads/content?tid=17339533,18********2,17339533,流动摊贩噪音扰民问题,2023/2/16 1:07,投诉/求助,治安,已办理,湖北省 武汉市,湖北省江汉区委书记,"时间：2023年2月10至2月15日。_x000D_
地址：水塔街甜蜜蜜对面流动摊（热奶宝）_x000D_
因为在这也住蛮久了知道水塔本来就是流动摊贩卖，但是只有这家有喇叭，声音还大，也不是说不让，时间也太晚了，凌晨还放个大喇叭。家里老人小孩这个点都休息了，都打扰到正常休息了，也不是休息日，就这么大声影响我们家了，麻烦派人来解决一下谢谢！",6124522,18*********,花楼水塔街道办事处,2023/3/14 10:29,"网民朋友，您好，你反映的问题，经花楼水塔街道办事处调查了解，现回复如下：
        经核查，街道综合执法中心工作人员已与反映人联系，了解其反映的具体位置、时间、噪音情况及其诉求。在夜间整治时，工作人员在江汉一路路段巡查，遇到该摊贩用高音喇叭宣传，已暂扣其喇叭，避免出现噪音扰民情况。感谢您的留言！",,,,,8,江汉区
2126,http://liuyan.people.com.cn/threads/content?tid=17669996,18********1,17669996,昙华林噪音扰民,2023/3/26 20:28,投诉/求助,文娱,已办理,湖北省 武汉市,湖北省武昌区委书记,昙华林**宿舍后面的商户晚上7—11点多高音喇叭噪音扰民,6183612,13********7,武汉武昌区,2023/4/13 10:39,"网民朋友，您好，您反映的**酒吧噪音扰民的问题，经过武昌区工作人员调查了解，现回复如下：_x000D_
为解决此处噪音问题，武昌区工作人员进行了多次上门协调，目前，已安排工作人员晚上对昙华林及周边容易产生噪音的商铺加强守控力度，一经发现立即处理，以免影响周围居民的正常生活。_x000D_
4月3日，武昌区工作人员与您进行电话联系，告知相关情况。感谢您的理解和支持。",满意,5,5,5,11,武昌区
